,city,lat,max temp,Humidity,Cloudiness,Wind Speed,country,temp,Lat,Lng
86,masvingo,-20.06,49.3,67,0,4.12,ZW,49.3,-20.0719916,30.8343285
87,saint-philippe,-21.36,68.0,82,75,6.93,RE,68.0,-21.3035757,55.7356129
88,warwick,41.7,82.4,65,75,5.82,US,82.4,41.2638494,-74.3822058
89,manono,-7.3,75.85,39,17,4.81,CD,75.85,-13.8480936,-172.1087901
90,yar-sale,66.83,52.36,72,66,4.36,RU,52.36,66.86258699999999,70.854469
91,chapais,49.78,77.0,50,1,5.82,CA,77.0,49.78221,-74.85248
92,anadyr,64.75,59.0,72,20,4.47,RU,59.0,64.7336613,177.4968265
93,keetmanshoop,-26.58,62.6,17,0,9.17,,62.6,-26.5642351,18.1310083
94,andenes,69.31,53.6,93,97,11.41,NO,53.6,69.31607989999999,16.1202285
95,lagoa,39.05,69.66,72,58,11.65,PT,69.66,37.1356176,-8.4514359
96,salalah,17.02,82.4,94,75,6.93,OM,82.4,17.0193843,54.11075049999999
97,puerto ayora,-0.74,71.01,85,95,4.0,EC,71.01,-0.7432918,-90.3156893
98,georgetown,5.41,77.0,94,20,4.7,MY,77.0,38.9076089,-77.07225849999999
99,lodja,-3.48,76.19,38,0,1.41,CD,76.19,-3.5245104,23.5966577
100,rocha,-34.48,49.21,90,100,3.47,UY,49.21,-34.4809769,-54.3307438
101,vardo,70.37,48.2,81,75,8.05,NO,48.2,70.37063979999999,31.1095471
102,mandawar,29.5,79.25,83,35,5.73,IN,79.25,27.1641883,76.8519159
103,mitsamiouli,-11.38,75.87,74,0,19.57,KM,75.87,-11.3871698,43.2980711
104,coihaique,-45.58,33.8,100,90,4.7,CL,33.8,-45.5712254,-72.068265
105,champerico,14.3,95.0,59,20,6.93,GT,95.0,14.2974022,-91.9087026
106,saldanha,-33.01,51.8,87,0,3.36,ZA,51.8,-33.0276981,17.9176312
107,hilo,19.73,84.2,54,75,11.41,US,84.2,19.7241106,-155.0868193
108,helong,42.54,73.13,77,100,3.62,CN,73.13,42.546675,129.010106
109,sorochinsk,52.43,65.16,88,100,8.57,RU,65.16,52.4208807,53.16091309999999
110,aykhal,66.0,59.0,58,0,4.47,RU,59.0,65.94171899999999,111.4881131
111,mehamn,71.04,48.78,86,93,4.92,NO,48.78,71.0357069,27.848941
112,dosso,13.05,78.17,74,0,9.46,NE,78.17,34.2205672,-119.0559252
113,tartus,34.89,73.99,85,6,9.64,SY,73.99,34.8959276,35.8866517
114,kargopol,61.51,52.29,95,99,7.56,RU,52.29,61.2054851,38.7849276
115,samarai,-10.62,76.08,68,74,18.25,PG,76.08,-10.6120235,150.6640758
116,teya,60.38,53.94,83,94,2.71,RU,53.94,60.377472,92.651665
117,puerto colombia,10.99,84.2,79,75,6.93,CO,84.2,11.001004,-74.950761
118,corinto,37.94,81.0,41,0,2.68,GR,81.0,12.4907414,-87.1784334
119,katsuura,35.13,78.01,87,0,1.99,JP,78.01,35.1522272,140.3208833
120,rio verde de mato grosso,-18.92,80.56,31,45,6.24,BR,80.56,-18.9253941,-54.8438521
121,bani,18.28,84.99,84,100,5.99,DO,84.99,42.278353,-71.13723499999999
122,qaanaaq,77.48,41.29,66,0,4.21,GL,41.29,77.4670434,-69.2284827
123,bambanglipuro,-7.95,71.82,90,42,3.27,ID,71.82,-7.9481229,110.3130087
124,laguna,38.42,96.01,18,5,6.93,US,96.01,33.5427189,-117.7853568
125,palana,59.12,56.01,75,86,16.44,RU,56.01,59.0830382,159.9512034
126,russell,32.35,93.2,59,40,8.05,US,93.2,38.8952893,-98.8598061
127,mancio lima,-7.61,77.77,61,64,1.63,BR,77.77,-7.593656999999999,-72.9265051
128,messias,-9.38,73.4,94,75,3.36,BR,73.4,34.7500376,-92.3219615
129,tiksi,71.69,41.61,80,54,4.36,RU,41.61,71.63748199999999,128.8644716
130,tres palos,18.18,91.4,55,5,5.82,MX,91.4,16.8295977,-99.7783201
131,kilindoni,-7.91,76.62,78,3,23.38,TZ,76.62,-7.912847799999999,39.6647178
132,cidreira,-30.18,58.28,91,24,10.98,BR,58.28,-30.1769388,-50.2089142
133,kushima,31.46,80.6,83,47,4.7,JP,80.6,31.4645293,131.2283553
134,puerto escondido,15.85,86.76,65,42,4.94,MX,86.76,15.8719795,-97.0767365
135,voh,-20.97,71.17,71,71,14.38,NC,71.17,-20.9557855,164.6839545
136,ribeira grande,38.52,70.5,69,16,7.83,PT,70.5,37.8210369,-25.5148137
137,itarema,-2.92,78.03,74,53,13.22,BR,78.03,-3.0318593,-39.8579118
138,necochea,-38.55,43.0,90,0,3.38,AR,43.0,-38.5544968,-58.73960879999999
139,mariani,26.67,76.24,92,81,2.42,IN,76.24,38.4055173,-121.9490886
140,mentougou,39.94,81.0,92,0,2.62,CN,81.0,39.940646,116.102009
141,hualmay,-11.1,61.34,78,10,5.03,PE,61.34,-11.0883431,-77.61065119999999
142,muroto,33.28,80.6,78,75,4.7,JP,80.6,33.2899726,134.152103
143,nome,64.5,59.0,93,90,10.29,US,59.0,30.03577,-94.42435719999999
144,muhororo,0.94,63.88,85,73,0.29,UG,63.88,-1.9427898,29.6281837
145,souillac,-20.52,71.6,78,20,4.7,MU,71.6,44.893626,1.478613
146,rio gallegos,-51.62,37.4,86,75,10.29,AR,37.4,-51.6230485,-69.2168291
147,atar,20.52,92.98,41,35,9.69,MR,92.98,44.946391,-93.168921
148,camacha,33.08,69.8,77,20,10.29,PT,69.8,32.679852,-16.8502879
149,benguela,-12.58,67.62,85,47,3.27,AO,67.62,-12.5905158,13.416501
150,hobart,-42.88,50.0,76,75,8.05,AU,50.0,-42.8821377,147.3271949
151,cam ranh,11.92,84.2,79,40,8.05,VN,84.2,11.9662117,109.1915578
152,comodoro rivadavia,-45.87,50.0,61,97,5.82,AR,50.0,-45.8656149,-67.4822429
153,iwanai,42.97,77.22,71,10,0.94,JP,77.22,42.9797665,140.5147367
154,bathsheba,13.22,84.2,66,20,11.41,BB,84.2,37.676748,-97.26482
155,bullhead city,35.15,122.0,7,40,6.93,US,122.0,35.1359386,-114.5285981
156,tasiilaq,65.61,48.2,57,0,4.7,GL,48.2,65.6134561,-37.6335696
157,constitucion,-35.33,53.24,76,100,1.83,CL,53.24,29.9199404,-106.7960624
158,nantucket,41.28,73.4,83,90,3.36,US,73.4,41.2834704,-70.099451
159,guerrero negro,27.98,86.97,44,0,13.94,MX,86.97,27.9591758,-114.056646
160,asfi,32.3,77.67,66,84,13.4,MA,77.67,33.3566218,-97.1837125
161,caravelas,-17.71,70.25,86,64,10.29,BR,70.25,41.6957235,-71.1634636
162,kodiak,57.79,59.0,82,90,10.29,US,59.0,57.79000000000001,-152.4072221
163,avarua,-21.21,73.4,60,5,3.36,CK,73.4,-21.2129007,-159.7823059
164,hofn,64.25,52.66,93,100,20.31,IS,52.66,64.24970259999999,-15.2020077
165,esperance,-33.87,50.0,100,75,9.17,AU,50.0,-33.8613103,121.8914238
166,klaksvik,62.23,53.6,100,99,17.22,FO,53.6,62.2271922,-6.5779064
167,mecca,21.43,86.23,64,95,10.96,SA,86.23,21.3890824,39.8579118
168,beirut,33.89,82.4,65,0,9.17,LB,82.4,33.8937913,35.5017767
169,tefe,-3.35,78.76,58,32,1.83,BR,78.76,-4.460647799999999,-65.6658568
170,bredasdorp,-34.53,46.4,93,0,3.36,ZA,46.4,-34.5385222,20.0568771
171,alice springs,-23.7,39.2,38,0,3.36,AU,39.2,-23.698042,133.8807471
172,padang,-0.95,76.17,77,52,3.27,ID,76.17,-0.9470831999999999,100.417181
173,birjand,32.87,71.6,40,1,11.41,IR,71.6,32.8649039,59.2262472
174,fortuna,40.6,70.0,68,14,3.0,US,70.0,40.5981867,-124.1572756
175,tuatapere,-46.13,51.67,88,100,1.81,NZ,51.67,-46.1316001,167.6896954
176,port alfred,-33.59,57.29,74,0,5.44,ZA,57.29,-33.5864065,26.8851448
177,kununurra,-15.77,57.2,28,0,3.36,AU,57.2,-15.6049485,128.7654685
178,owando,-0.48,74.8,78,1,3.76,CG,74.8,-0.4829632,15.8936224
179,artyom,40.47,66.2,77,0,6.93,AZ,66.2,43.3534638,132.1713767
180,sri aman,1.24,73.4,94,83,2.39,MY,73.4,1.237031,111.462079
181,tuktoyaktuk,69.45,59.0,82,40,17.22,CA,59.0,69.445358,-133.034181
182,porec,45.23,80.01,83,13,8.05,HR,80.01,45.22716519999999,13.5947399
183,batagay,67.63,62.17,52,0,3.36,RU,62.17,67.66251299999999,134.65435
184,ugoofaaru,5.67,82.67,79,99,18.1,MV,82.67,5.6675876,73.03019680000001
185,sobolevo,54.43,52.39,96,47,7.52,RU,52.39,54.300693,155.956757
186,college,64.86,75.2,44,75,3.13,US,75.2,41.8685058,-88.0996112
187,broome,42.25,81.0,44,1,9.17,US,81.0,42.1348799,-75.9088549
188,longyearbyen,78.22,50.0,81,20,2.24,SJ,50.0,78.22317220000001,15.6267229
189,alofi,-19.06,77.0,57,27,12.75,NU,77.0,-19.0553711,-169.9178709
190,grindavik,63.84,51.8,93,75,17.22,IS,51.8,63.8441808,-22.4383818
191,maragogi,-9.01,74.64,86,65,10.89,BR,74.64,-9.010362599999999,-35.2208449
192,altay,47.87,50.47,52,0,1.59,CN,50.47,50.6181924,86.2199308
193,port shepstone,-30.74,60.57,70,0,4.16,ZA,60.57,-30.7276956,30.447285
194,predivinsk,57.07,59.02,73,100,4.65,RU,59.02,57.0595183,93.43810959999999
195,saint-leu,-21.15,68.0,82,75,6.93,RE,68.0,-21.1747552,55.2878651
196,sorland,67.67,55.65,90,100,4.14,NO,55.65,67.6635735,12.6926738
197,kishorganj,24.43,80.31,88,63,5.14,BD,80.31,24.4331227,90.7865655
198,beloha,-25.17,61.36,77,79,6.58,MG,61.36,-25.1694494,45.0606557
199,havelock,34.88,87.01,78,65,14.0,US,87.01,34.8790492,-76.9013301
200,havre-saint-pierre,50.23,60.8,100,90,4.7,CA,60.8,50.24181400000001,-63.598569
201,kurumkan,54.3,64.33,85,100,5.86,RU,64.33,54.3267321,110.3256457
202,naze,28.37,78.8,88,20,2.24,JP,78.8,43.6176083,-79.6649295
203,houma,29.6,91.0,62,5,8.05,US,91.0,29.5957696,-90.71953479999999
204,codrington,-38.27,50.4,72,23,17.22,AU,50.4,17.6425736,-61.8204456
205,okato,-39.2,54.0,60,100,10.0,NZ,54.0,-39.1910834,173.8799294
206,mana,5.66,78.51,84,98,2.26,GF,78.51,36.1120471,-94.1558774
207,mount isa,-20.73,64.4,22,0,9.17,AU,64.4,-20.7255748,139.4927085
208,rawah,34.48,87.55,21,0,11.12,IQ,87.55,40.7694225,-105.9894578
209,shingu,33.73,81.09,69,72,2.28,JP,81.09,33.7241203,135.9924819
210,shunyi,40.12,81.0,94,0,2.24,CN,81.0,40.130347,116.65465
211,kloulklubed,7.04,77.0,88,75,9.17,PW,77.0,7.040244599999999,134.256193
212,dingle,11.0,77.76,89,100,3.44,PH,77.76,52.14093889999999,-10.2640135
213,geraldton,-28.77,53.6,81,75,11.41,AU,53.6,-28.7796535,114.6144452
214,kayes,14.0,80.24,76,1,5.55,ML,80.24,14.4367876,-11.4452717
215,fairbanks,64.84,75.2,44,20,4.7,US,75.2,64.8377778,-147.7163888
216,shadegan,30.65,96.8,89,0,11.41,IR,96.8,30.6545969,48.6539268
217,nabire,-3.37,78.75,83,66,4.18,ID,78.75,-3.5095462,135.7520985
218,lebu,-37.62,50.9,78,100,14.07,CL,50.9,-37.6097143,-73.6483294
219,rawson,-43.3,52.02,51,36,16.82,AR,52.02,29.8049574,-95.46298759999999
220,griffith,41.53,79.0,53,1,13.87,US,79.0,37.6600971,-97.2887652
221,pierre,44.37,95.0,30,1,8.05,US,95.0,44.36678759999999,-100.3537522
222,mandera,3.94,78.76,64,8,20.87,KE,78.76,3.935638899999999,41.8551162
223,gat,31.61,77.0,58,0,2.75,IL,77.0,42.080733,-88.2572151
224,hanyang,32.14,68.72,95,100,2.21,CN,68.72,37.566535,126.9779692
225,zapolyarnyy,69.42,48.2,81,75,11.41,RU,48.2,69.4263825,30.820831
226,zhigansk,66.77,61.16,59,0,13.76,RU,61.16,66.75206399999999,123.3941119
227,tucurui,-3.77,80.13,51,0,2.59,BR,80.13,-3.7670371,-49.6702126
228,vila franca do campo,37.72,69.8,73,40,6.93,PT,69.8,37.7157269,-25.4345063
229,kieta,-6.22,80.28,79,74,3.8,PG,80.28,-6.2204747,155.6376301
230,ulladulla,-35.35,48.99,81,64,11.41,AU,48.99,-35.3572426,150.4613249
231,ahipara,-35.17,59.14,78,100,16.13,NZ,59.14,-35.1713483,173.1533404
232,kapiri mposhi,-13.97,53.37,46,0,10.49,ZM,53.37,-13.9778684,28.6848112
233,luanda,-8.84,69.8,88,20,3.36,AO,69.8,-8.8146556,13.2301756
234,atambua,-9.11,66.16,73,83,5.66,ID,66.16,-9.101628999999999,124.9120662
235,chambersburg,39.94,81.0,71,42,1.99,US,81.0,39.9375911,-77.6611022
236,cap malheureux,-19.98,66.99,84,32,1.01,MU,66.99,-19.986874,57.61274239999999
237,lorengau,-2.02,84.2,77,24,8.14,PG,84.2,-2.0298424,147.2743657
238,tobol,52.68,68.25,65,19,2.64,KZ,68.25,57.32153700000001,67.1554838
239,yumaguzino,52.9,62.35,89,100,3.91,RU,62.35,52.903028,56.3849319
240,torbay,47.67,61.0,93,75,6.93,CA,61.0,50.4619209,-3.525315
241,dhidhdhoo,6.88,82.9,79,96,17.69,MV,82.9,6.887353099999999,73.113569
242,ishinomaki,38.42,73.4,94,75,4.7,JP,73.4,38.434332,141.3028682
243,olafsvik,64.89,50.38,90,100,19.73,IS,50.38,64.89604849999999,-23.7060262
244,bowen,-20.02,68.0,77,75,12.75,AU,68.0,40.23337890000001,-91.0626374
245,northam,51.03,63.0,94,38,3.0,GB,63.0,34.0136428,-117.914074
246,tautira,-17.73,84.2,70,40,14.99,PF,84.2,-17.7496214,-149.1611957
247,hasaki,35.73,75.0,94,75,8.05,JP,75.0,40.72969990000001,-73.98881349999999
248,somerset west,-34.08,53.01,100,0,2.24,ZA,53.01,-34.0756899,18.8432656
249,bilma,18.69,89.76,44,100,7.31,NE,89.76,18.6929789,12.9176518
250,bethel,41.37,82.4,54,1,6.93,US,82.4,36.0599965,-95.797855
251,namatanai,-3.67,82.11,80,47,10.83,PG,82.11,-3.6528325,152.3917226
252,pachino,36.72,80.01,72,0,6.11,IT,80.01,36.7151738,15.0913364
253,sechura,-5.56,68.79,66,9,13.53,PE,68.79,-5.5622396,-80.8187744
254,tilichiki,60.47,58.51,69,50,4.38,RU,58.51,60.43333299999999,166.0486109
255,aksu,41.12,74.43,26,4,3.44,CN,74.43,41.167548,80.263387
256,amahai,-3.33,82.0,89,89,1.99,ID,82.0,-3.3393615,128.9229993
257,faanui,-16.48,78.98,82,0,16.49,PF,78.98,-16.5004126,-151.7414904
258,port blair,11.67,82.69,78,99,18.61,IN,82.69,11.6233774,92.7264828
259,manicore,-5.81,80.91,44,4,1.52,BR,80.91,-5.8049963,-61.28999349999999
260,sungaipenuh,-2.08,62.37,92,96,1.7,ID,62.37,-2.0634335,101.3947481
261,diapaga,12.07,72.39,92,94,5.61,BF,72.39,12.0718334,1.7879685
262,gamba,-2.65,71.8,83,34,6.67,GA,71.8,41.464708,-87.3323948
263,kruisfontein,-34.0,48.54,90,0,3.51,ZA,48.54,-33.9843356,24.732102
264,saint george,37.1,108.0,9,1,12.75,US,108.0,37.0965278,-113.5684164
265,ayan,56.45,54.68,92,100,4.47,RU,54.68,26.141621,-81.79444
266,trairi,-3.28,78.22,73,45,12.28,BR,78.22,-3.2742683,-39.2650652
267,zaysan,47.47,58.91,35,2,6.22,KZ,58.91,47.4701444,84.87529959999999
268,coquimbo,-29.95,55.4,87,4,5.82,CL,55.4,-29.9590009,-71.3389183
269,parbhani,19.27,79.74,84,87,4.61,IN,79.74,19.2608384,76.774776
270,xining,36.62,54.77,66,30,2.17,CN,54.77,36.617134,101.778223
271,ushumun,52.78,66.22,97,75,9.42,RU,66.22,52.7861871,126.5420448
272,ilulissat,69.22,46.4,75,100,19.46,GL,46.4,69.2198118,-51.0986031
273,kutum,14.2,75.15,69,50,16.53,SD,75.15,14.2025174,24.6638251
274,mar del plata,-38.0,48.99,81,0,3.36,AR,48.99,-38.0054771,-57.5426106
275,prince rupert,54.32,69.8,68,1,6.93,CA,69.8,54.3150367,-130.3208187
276,kalmunai,7.42,80.53,76,87,4.92,LK,80.53,7.414383099999999,81.8306334
277,pedernales,18.04,84.88,68,98,9.95,DO,84.88,30.5135928,-97.85687809999999
278,wad madani,14.4,76.1,80,100,16.33,SD,76.1,14.393082,33.5392081
279,ostrovnoy,68.05,50.88,94,94,9.44,RU,50.88,68.0603191,39.4740385
280,te anau,-45.42,47.95,87,100,1.05,NZ,47.95,-45.4144699,167.7180006
281,ayorou,14.73,85.62,54,40,16.89,NE,85.62,14.7328144,0.9104334
282,winslow,35.02,102.2,7,1,3.36,US,102.2,35.0241873,-110.6973571
283,penzance,50.12,63.0,100,1,8.05,GB,63.0,50.118798,-5.537592
284,belle fourche,44.67,90.0,23,0,1.01,US,90.0,44.6713733,-103.852148
285,san rafael,-34.62,54.09,39,90,8.99,AR,54.09,37.9735346,-122.5310874
286,boueni,-12.9,77.0,69,75,20.8,YT,77.0,-12.9099576,45.0805029
287,cedar city,37.68,93.2,7,1,12.75,US,93.2,37.67747689999999,-113.0618931
289,kaitangata,-46.28,54.0,78,100,3.0,NZ,54.0,-46.2859133,169.846066
290,bambous virieux,-20.34,71.6,78,20,4.7,MU,71.6,-20.3438619,57.7636821
291,odweyne,9.41,73.89,60,61,21.68,SO,73.89,9.410198200000002,45.06299019999999
292,zyryanka,65.75,59.88,54,43,8.68,RU,59.88,65.767376,150.841238
293,nioaque,-21.14,74.35,44,19,5.17,BR,74.35,-21.1411665,-55.8228278
294,lavrentiya,65.58,47.08,74,46,7.31,RU,47.08,65.58354899999999,-171.0389249
295,srednekolymsk,67.45,53.83,65,98,7.74,RU,53.83,67.43730699999999,153.728674
296,cartagena,10.4,84.2,83,75,11.41,CO,84.2,10.3932277,-75.4832311
297,lanzhou,36.06,75.0,39,96,7.18,CN,75.0,36.061089,103.834303
298,tarata,-17.62,77.0,17,80,3.36,BO,77.0,-17.477699,-70.0348404
299,thompson,55.74,68.0,68,75,3.36,CA,68.0,36.9953799,-95.622744
300,westport,41.14,80.01,65,75,6.93,US,80.01,41.1414717,-73.3579049
301,lazaro cardenas,17.96,87.3,63,9,7.07,MX,87.3,17.9567646,-102.1943485
302,carballo,43.21,66.2,88,75,2.24,ES,66.2,43.2128129,-8.6915927
303,aquiraz,-3.9,80.6,69,20,6.93,BR,80.6,-3.9063032,-38.3874882
304,belmonte,-15.86,75.2,69,75,6.93,BR,75.2,29.1416166,-110.9618554
305,xichang,27.9,65.7,80,89,0.47,CN,65.7,27.894504,102.264449
306,kavieng,-2.57,84.42,77,45,12.44,PG,84.42,-2.5781167,150.8086082
307,chamba,32.57,70.84,65,3,3.27,IN,70.84,32.5533633,76.1258083
308,barcelos,41.54,66.99,93,90,9.17,PT,66.99,41.5317419,-8.6178922
309,port-gentil,-0.72,75.2,88,90,12.75,GA,75.2,-0.7351025999999999,8.7591311
310,santa cruz,-17.8,77.0,53,0,5.82,BO,77.0,36.9741171,-122.0307963
311,howard springs,-12.5,69.8,83,26,17.22,AU,69.8,-12.492222,131.053056
312,ilo,-17.64,58.71,82,26,0.69,PE,58.71,38.91139099999999,-77.065219
313,deputatskiy,69.3,53.55,67,48,2.86,RU,53.55,69.30260299999999,139.9583829
314,sur,22.57,85.37,70,79,10.13,OM,85.37,34.0812288,-118.3853088
315,malaya vishera,58.85,53.53,93,100,10.0,RU,53.53,58.8473418,32.2205683
316,semey,50.41,60.8,82,38,2.24,KZ,60.8,50.4233463,80.250811
317,pangkalanbuun,-2.68,73.36,97,99,1.45,ID,73.36,-2.688962000000001,111.622398
318,pacific grove,36.62,69.01,64,20,12.75,US,69.01,36.6177374,-121.9166215
319,mugur-aksy,50.35,40.69,73,16,4.72,RU,40.69,50.382221,90.441277
320,porto murtinho,-21.7,74.52,45,38,2.01,BR,74.52,-20.999348,-57.2818625
321,balabac,7.99,82.18,77,100,8.63,PH,82.18,8.1539618,117.1264753
322,dwarka,22.24,84.7,81,100,9.75,IN,84.7,22.2441975,68.96845619999999
323,shiyan,32.65,78.04,86,73,1.34,CN,78.04,32.629398,110.798266
324,gushikawa,26.35,84.2,83,1,5.82,JP,84.2,26.3576026,127.8697996
325,puerto madero,14.72,91.4,59,20,11.41,MX,91.4,-34.6177194,-58.3620561
326,dois vizinhos,-25.73,60.13,83,35,2.84,BR,60.13,-25.7464784,-53.0617094
327,victoria,22.29,82.0,88,100,21.0,HK,82.0,28.8052674,-97.0035982
328,clyde river,70.47,44.6,100,90,10.29,CA,44.6,70.47636500000002,-68.60126509999999
329,hun,29.13,77.0,43,0,4.72,LY,77.0,40.3372103,-74.6861637
